file_name,has_opinion_text,opinion_word_count,has_reasoning_summary_text,reasoning_summary_word_count,has_topic_text,thinking_flag,age,children,city_of_living,current_marital_status,education_level,employment_status,gender,hobbies,migration_status,occupation,ocean.agreeableness.level,ocean.agreeableness.score,ocean.conscientiousness.level,ocean.conscientiousness.score,ocean.extraversion.level,ocean.extraversion.score,ocean.neuroticism.level,ocean.neuroticism.score,ocean.openness.level,ocean.openness.score,parents_education.parent_1,parents_education.parent_2,psychological_feature,religious_beliefs,sexual_orientation,time_onsocialmedia
20260414_190944_23c5fc6d_result.json,yes,273,yes,65,yes,con thinking,46,2,Kansas City,single,bachelor's degree,employed full-time,woman,board games;baking,native-born American,cleaner,moderate,59,high,81,low,28,high,83,moderate,54,lower secondary,PhD,with good mental health,Islam,bisexual,You spend several hours daily on social media
20260414_190949_5d29c711_result.json,yes,278,yes,97,yes,con thinking,75,3,Lecce,divorced,upper secondary,unemployed,man,cycling;board games;gardening,native-born Italian,not applicable,high,99,low,9,high,72,moderate,57,high,70,upper secondary,primary school,creative,Agnostic,asexual,You spend several hours daily on social media
20260414_191002_283641e9_result.json,yes,349,yes,89,yes,con thinking,88,4,New York,married,vocational diploma,retired,woman,birdwatching;yoga;painting,native-born American,not applicable,moderate,54,moderate,33,low,27,low,31,low,29,no formal education,master's degree,depressed,Islam,bisexual,You spend roughly one hour daily on social media
20260414_191004_ed88045f_result.json,yes,282,yes,80,yes,con thinking,46,2,Rome,in a relationship,vocational diploma,employed part-time,man,travel;classical music;cinema;videogames,native-born Italian,plumber,moderate,54,low,11,low,32,low,0,moderate,46,primary school,bachelor's degree,depressed,Buddhism,heterosexual,You spend several hours daily on social media
20260414_191006_190efa88_result.json,yes,325,yes,114,yes,con thinking,46,2,Chicago,married,PhD,employed full-time,man,photography;board games,native-born American,nurse,high,98,low,6,high,72,moderate,51,low,21,PhD,vocational diploma,anxious,Agnostic,heterosexual,You spend roughly a few times weekly on social media
20260414_191007_abb5c436_result.json,yes,330,yes,83,yes,con thinking,22,2,Chicago,married,upper secondary,employed full-time,woman,yoga;board games,native-born American,mechanic,low,2,low,5,moderate,53,high,75,low,20,master's degree,master's degree,depressed,Islam,heterosexual,You spend a few times monthly on social media
20260414_191010_0cb7148d_result.json,yes,299,yes,72,yes,con thinking,86,1,Washington DC,divorced,no formal education,retired,woman,travel;yoga;birdwatching;baking,native-born American,not applicable,high,82,moderate,56,high,94,low,27,high,93,bachelor's degree,primary school,creative,Islam,heterosexual,You spend roughly one hour daily on social media
20260414_191010_b78dae19_result.json,yes,316,yes,78,yes,con thinking,37,3,Washington DC,widowed,upper secondary,employed full-time,transgender,birdwatching;cycling;videogames;rock climbing;hiking,native-born American,plumber,low,16,moderate,64,moderate,39,high,68,moderate,53,vocational diploma,bachelor's degree,creative,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260414_191016_b95eb938_result.json,yes,323,yes,72,yes,con thinking,48,4,Rome,married,lower secondary,unemployed,man,volunteering;cinema;cycling;photography,native-born Italian,not applicable,low,4,high,87,high,96,moderate,52,high,82,primary school,PhD,with good mental health,Islam,heterosexual,You spend several hours daily on social media
20260414_191030_5331b849_result.json,yes,354,yes,92,yes,con thinking,47,3,Naples,divorced,lower secondary,employed part-time,woman,board games;running;football (calcio);knitting;gardening,native-born Italian,cleaner,high,75,moderate,51,low,3,moderate,44,high,100,PhD,upper secondary,depressed,Islam,heterosexual,You spend a few times monthly on social media
20260414_191033_78b7a4cb_result.json,yes,339,yes,102,yes,con thinking,25,0,Bari,in a relationship,lower secondary,employed part-time,man,knitting;videogames,native-born Italian,carpenter,low,28,low,27,high,78,moderate,34,moderate,55,bachelor's degree,primary school,normal,Christianity,heterosexual,You spend a few times monthly on social media
20260414_191033_874a9ebe_result.json,yes,295,yes,87,yes,con thinking,26,0,Rome,single,vocational diploma,employed full-time,genderqueer,classical music;football (calcio);hiking,immigrant,fitness trainer,low,14,moderate,47,moderate,39,low,32,moderate,43,primary school,lower secondary,creative,Islam,heterosexual,You have no social media
20260414_191033_9c8cb724_result.json,yes,267,yes,77,yes,con thinking,35,2,Milan,married,upper secondary,employed full-time,woman,knitting;painting;birdwatching,native-born Italian,hairdresser,low,11,low,6,low,8,moderate,60,low,21,master's degree,upper secondary,creative,Atheist,heterosexual,You spend roughly one hour daily on social media
20260414_191034_43ac52bb_result.json,yes,301,yes,106,yes,con thinking,62,1,Washington DC,married,primary school,unemployed,man,yoga;hiking,native-born American,not applicable,high,78,high,77,high,83,high,85,low,24,bachelor's degree,vocational diploma,with good mental health,Hinduism,bisexual,You spend roughly one hour daily on social media
20260414_191036_c082c762_result.json,yes,317,yes,83,yes,con thinking,88,1,New York,single,lower secondary,retired,woman,classical music;baking,native-born American,not applicable,high,82,low,10,moderate,55,moderate,61,high,81,upper secondary,PhD,normal,Judaism,homosexual,You spend roughly one hour daily on social media
20260414_191042_9fa26031_result.json,yes,318,yes,87,yes,con thinking,72,0,Lecce,married,bachelor's degree,self-employed,woman,hiking;reading novels;cooking;yoga,native-born Italian,civil servant,moderate,64,moderate,65,low,6,moderate,47,low,31,PhD,no formal education,with good mental health,Christianity,heterosexual,You spend several hours daily on social media
20260414_191045_83ee9515_result.json,yes,301,yes,82,yes,con thinking,33,3,Lecce,in a relationship,lower secondary,self-employed,woman,running;cycling;birdwatching,immigrant,fitness trainer,high,76,high,95,moderate,49,low,3,moderate,41,vocational diploma,master's degree,anxious,Islam,heterosexual,You spend roughly one hour daily on social media
20260414_191057_b9245790_result.json,yes,266,yes,75,yes,con thinking,36,2,Los Angeles,in a relationship,bachelor's degree,employed part-time,woman,classical music;cycling,native-born American,software developer,moderate,63,low,26,high,79,moderate,39,high,84,upper secondary,PhD,with good mental health,Agnostic,homosexual,You spend a few times monthly on social media
20260414_191058_3a08f6c1_result.json,yes,308,yes,71,yes,con thinking,23,2,Kansas City,single,bachelor's degree,employed part-time,man,baking;reading novels;photography,native-born American,journalist,moderate,45,high,90,low,10,moderate,50,high,72,lower secondary,master's degree,anxious,Islam,heterosexual,You spend several hours daily on social media
20260414_191101_149a9704_result.json,yes,334,yes,118,yes,con thinking,26,2,Naples,married,bachelor's degree,full-time student,man,photography;football (calcio);gardening,native-born Italian,not applicable,low,32,moderate,34,high,87,moderate,55,low,28,bachelor's degree,no formal education,with good mental health,Agnostic,heterosexual,You spend roughly one hour daily on social media
20260414_191101_e99d9792_result.json,yes,313,yes,106,yes,con thinking,18,0,Rome,single,upper secondary,full-time student,woman,football (calcio);volunteering;travel;birdwatching;cinema,native-born Italian,not applicable,moderate,37,moderate,41,moderate,41,low,19,moderate,48,lower secondary,PhD,anxious,Hinduism,bisexual,You spend roughly one hour daily on social media
20260414_191105_6fb527fb_result.json,yes,347,yes,97,yes,con thinking,70,4,Washington DC,divorced,vocational diploma,self-employed,woman,football (calcio);baking,immigrant,delivery driver,moderate,41,moderate,52,moderate,33,moderate,49,moderate,37,PhD,no formal education,creative,Islam,heterosexual,You spend roughly one hour daily on social media
20260414_191107_ac89b7a7_result.json,yes,307,yes,69,yes,con thinking,27,1,Bologna,married,bachelor's degree,unemployed,woman,board games;classical music;photography,native-born Italian,not applicable,high,83,low,4,high,89,moderate,46,high,75,no formal education,upper secondary,creative,Atheist,heterosexual,You spend a few times monthly on social media
20260414_191112_876932d3_result.json,yes,354,yes,83,yes,con thinking,48,3,Naples,married,PhD,employed full-time,woman,birdwatching;classical music;yoga;videogames;gardening,native-born Italian,engineer,low,7,moderate,42,low,22,low,3,moderate,38,bachelor's degree,master's degree,anxious,Atheist,heterosexual,You spend a few times monthly on social media
20260414_191122_607feb00_result.json,yes,295,yes,61,yes,con thinking,69,2,Washington DC,married,upper secondary,retired,non-binary,reading novels;cycling,native-born American,not applicable,low,31,moderate,52,moderate,56,moderate,59,moderate,56,master's degree,master's degree,anxious,Christianity,heterosexual,You have no social media
20260414_191128_0ba1d87d_result.json,yes,305,yes,117,yes,con thinking,53,1,Philadelphia,married,upper secondary,unemployed,man,gardening;cycling;videogames;volunteering,native-born American,not applicable,low,0,low,13,high,93,low,19,low,15,bachelor's degree,lower secondary,with good mental health,Hinduism,heterosexual,You spend a few times monthly on social media
20260414_191129_a7c3b0df_result.json,yes,269,yes,78,yes,con thinking,51,3,Chicago,in a relationship,PhD,employed part-time,man,running;cinema;birdwatching,immigrant,scientist,low,8,moderate,37,low,7,high,78,low,22,bachelor's degree,lower secondary,curious,Christianity,heterosexual,You have no social media
20260414_191134_98c03882_result.json,yes,329,yes,98,yes,con thinking,46,0,Chicago,in a relationship,lower secondary,employed part-time,man,cooking;painting;birdwatching;board games,native-born American,barista,high,82,low,20,moderate,39,moderate,35,low,1,bachelor's degree,bachelor's degree,normal,Christianity,heterosexual,You have no social media
20260414_191135_726c7027_result.json,yes,295,yes,58,yes,con thinking,77,2,Chicago,divorced,vocational diploma,retired,woman,football (calcio);painting;travel,native-born American,not applicable,moderate,37,moderate,45,moderate,36,low,27,high,88,bachelor's degree,master's degree,creative,Judaism,heterosexual,You spend roughly a few times weekly on social media
20260414_191135_7d887a7d_result.json,yes,305,yes,82,yes,con thinking,73,0,Lecce,married,PhD,retired,woman,birdwatching;classical music;photography,immigrant,not applicable,moderate,61,low,26,moderate,62,high,75,moderate,37,primary school,bachelor's degree,normal,Islam,homosexual,You spend roughly a few times weekly on social media
20260414_191145_6a991fa0_result.json,yes,288,yes,48,yes,con thinking,27,0,Rome,in a relationship,upper secondary,employed part-time,woman,cooking;baking;cinema;travel,native-born Italian,retail worker,high,88,high,77,moderate,56,moderate,39,moderate,44,master's degree,PhD,anxious,Buddhism,heterosexual,You spend a few times monthly on social media
20260414_191152_4749e03b_result.json,yes,293,yes,74,yes,con thinking,82,1,Philadelphia,widowed,lower secondary,retired,man,baking;yoga;travel;videogames,native-born American,not applicable,high,99,high,76,low,14,moderate,52,moderate,33,lower secondary,lower secondary,normal,Hinduism,heterosexual,You spend a few times monthly on social media
20260414_191152_ce2bcb41_result.json,yes,290,yes,77,yes,con thinking,31,0,Bologna,single,bachelor's degree,employed full-time,woman,travel;videogames;reading novels,native-born Italian,journalist,moderate,64,moderate,64,moderate,47,low,23,moderate,54,upper secondary,PhD,curious,Christianity,heterosexual,You have no social media
20260414_191157_8f6d3dfa_result.json,yes,313,yes,65,yes,con thinking,31,1,Lecce,married,lower secondary,employed full-time,man,rock climbing;knitting;volunteering;gardening;birdwatching,native-born Italian,mechanic,moderate,59,low,22,low,6,low,24,low,9,primary school,master's degree,with good mental health,Islam,heterosexual,You spend roughly a few times weekly on social media
20260414_191159_3d341000_result.json,yes,288,yes,73,yes,con thinking,34,1,Bari,married,upper secondary,employed full-time,woman,travel;birdwatching;rock climbing,native-born Italian,hairdresser,moderate,60,high,76,low,3,low,12,high,73,upper secondary,bachelor's degree,normal,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260414_191159_98cb0d33_result.json,yes,314,yes,85,yes,con thinking,28,0,Rome,in a relationship,bachelor's degree,self-employed,man,yoga;knitting;travel,immigrant,accountant,moderate,57,moderate,52,moderate,38,low,19,moderate,59,primary school,primary school,curious,Hinduism,heterosexual,You spend a few times monthly on social media
20260414_191201_c2f5c117_result.json,yes,299,yes,61,yes,con thinking,19,0,Lecce,single,bachelor's degree,full-time student,non-binary,classical music;baking,native-born Italian,not applicable,high,95,low,7,high,74,low,2,high,67,master's degree,vocational diploma,with good mental health,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260414_191201_f0eb23b1_result.json,yes,290,yes,84,yes,con thinking,48,2,Chicago,married,upper secondary,employed full-time,transgender,cooking;yoga;photography;knitting;reading novels,immigrant,waiter/waitress,moderate,49,moderate,41,high,70,moderate,51,high,83,upper secondary,master's degree,depressed,Buddhism,heterosexual,You spend a few times monthly on social media
20260414_191212_5671c9b6_result.json,yes,348,yes,60,yes,con thinking,70,1,Washington DC,divorced,upper secondary,retired,woman,cycling;baking;videogames;birdwatching;yoga,native-born American,not applicable,low,25,low,25,moderate,58,moderate,62,high,90,no formal education,bachelor's degree,depressed,Christianity,bisexual,You spend a few times monthly on social media
20260414_191217_0511c628_result.json,yes,262,yes,104,yes,con thinking,23,0,New York,in a relationship,bachelor's degree,full-time student,woman,baking;reading novels;running;painting,native-born American,not applicable,high,97,low,13,moderate,60,high,81,high,85,primary school,no formal education,with good mental health,Christianity,heterosexual,You spend roughly one hour daily on social media
20260414_191218_91eaa45d_result.json,yes,312,yes,89,yes,con thinking,75,4,Bari,divorced,bachelor's degree,retired,woman,reading novels;cycling;baking;gardening;rock climbing,native-born Italian,not applicable,high,91,low,9,moderate,51,low,30,low,30,no formal education,lower secondary,curious,Atheist,heterosexual,You spend a few times monthly on social media
20260414_191224_82e399c7_result.json,yes,291,yes,71,yes,con thinking,76,2,Philadelphia,married,upper secondary,retired,man,football (calcio);photography,native-born American,not applicable,high,93,high,69,low,3,high,71,high,81,PhD,lower secondary,creative,Buddhism,heterosexual,You spend a few times monthly on social media
20260414_191224_e71f6ff8_result.json,yes,300,yes,97,yes,con thinking,77,3,Los Angeles,widowed,lower secondary,retired,man,rock climbing;birdwatching;cinema;painting;classical music,native-born American,not applicable,moderate,45,moderate,38,low,25,moderate,61,low,31,no formal education,PhD,creative,Islam,heterosexual,You have no social media
20260414_191225_5aaca0bd_result.json,yes,267,yes,77,yes,con thinking,21,0,Bologna,single,vocational diploma,full-time student,woman,reading novels;gardening,immigrant,not applicable,moderate,63,low,27,moderate,47,low,9,low,5,primary school,master's degree,creative,Christianity,heterosexual,You spend several hours daily on social media
20260414_191225_7f054ee7_result.json,yes,302,yes,55,yes,con thinking,51,2,Bari,married,bachelor's degree,employed full-time,woman,football (calcio);knitting;running;videogames,native-born Italian,civil servant,moderate,60,high,100,high,81,low,19,high,69,PhD,PhD,normal,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260414_191227_b4b85efa_result.json,yes,354,yes,72,yes,con thinking,69,2,Lecce,married,upper secondary,retired,man,knitting;reading novels;hiking;gardening,native-born Italian,not applicable,low,2,low,26,moderate,37,high,81,moderate,48,bachelor's degree,no formal education,depressed,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260414_191238_3c9eb2a4_result.json,yes,322,yes,67,yes,con thinking,35,2,Lecce,married,upper secondary,employed part-time,woman,baking;birdwatching;board games,native-born Italian,cleaner,moderate,58,moderate,47,moderate,58,high,68,moderate,35,upper secondary,no formal education,normal,Christianity,heterosexual,You spend several hours daily on social media
20260414_191244_588e38c6_result.json,yes,320,yes,111,yes,con thinking,50,0,Bari,widowed,no formal education,employed full-time,woman,board games;hiking,native-born Italian,waiter/waitress,moderate,50,moderate,37,high,80,high,98,low,14,vocational diploma,primary school,curious,Atheist,heterosexual,You spend a few times monthly on social media
20260414_191245_f3b23062_result.json,yes,298,yes,119,yes,con thinking,46,3,Lecce,married,primary school,unemployed,man,cinema;painting;classical music,native-born Italian,not applicable,moderate,55,low,25,low,28,high,75,low,4,primary school,master's degree,depressed,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260414_191248_4849c075_result.json,yes,279,yes,84,yes,con thinking,85,1,Rome,widowed,upper secondary,unemployed,woman,photography;cycling;classical music;reading novels;board games,native-born Italian,not applicable,moderate,38,low,32,high,83,low,2,moderate,44,PhD,bachelor's degree,anxious,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260414_191249_6b789176_result.json,yes,332,yes,62,yes,con thinking,76,0,Naples,widowed,lower secondary,retired,woman,knitting;travel;baking;board games,native-born Italian,not applicable,high,91,moderate,41,moderate,52,low,10,low,13,primary school,PhD,curious,Judaism,heterosexual,You spend a few times monthly on social media
20260414_191250_c199d8d6_result.json,yes,327,yes,76,yes,con thinking,79,2,Lecce,married,vocational diploma,retired,man,rock climbing;classical music;volunteering,native-born Italian,not applicable,low,13,high,87,high,93,moderate,42,high,68,upper secondary,vocational diploma,anxious,Hinduism,heterosexual,You have no social media
20260414_191251_ab5af35a_result.json,yes,271,yes,64,yes,con thinking,32,1,Washington DC,married,no formal education,employed full-time,man,travel;cooking;videogames;classical music;painting,native-born American,sales associate,moderate,43,moderate,37,low,11,low,23,low,11,master's degree,vocational diploma,curious,Hinduism,homosexual,You spend roughly a few times weekly on social media
20260414_191251_ed9daabe_result.json,yes,292,yes,83,yes,con thinking,39,1,Philadelphia,married,vocational diploma,self-employed,transgender,cycling;travel;knitting,immigrant,plumber,high,81,high,92,high,97,high,70,low,24,master's degree,vocational diploma,depressed,Hinduism,heterosexual,You spend several hours daily on social media
20260414_191305_9a904b8d_result.json,yes,289,yes,111,yes,con thinking,43,2,Bologna,in a relationship,upper secondary,employed full-time,man,painting;classical music,immigrant,waiter/waitress,low,8,low,0,high,92,low,1,low,23,vocational diploma,PhD,normal,Christianity,asexual,You spend roughly a few times weekly on social media
20260414_191310_1cb59c39_result.json,yes,268,yes,74,yes,con thinking,36,2,Philadelphia,married,master's degree,employed full-time,man,yoga;birdwatching,native-born American,waiter/waitress,low,17,high,99,low,29,moderate,57,high,75,bachelor's degree,no formal education,normal,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260414_191313_a077ed15_result.json,yes,253,yes,73,yes,con thinking,19,0,Rome,single,upper secondary,full-time student,woman,yoga;videogames;gardening,immigrant,not applicable,low,22,moderate,49,low,30,moderate,47,moderate,59,primary school,lower secondary,anxious,Christianity,heterosexual,You spend a few times monthly on social media
20260414_191314_92ce3492_result.json,yes,315,yes,81,yes,con thinking,42,0,Chicago,single,upper secondary,unemployed,man,rock climbing;classical music,immigrant,not applicable,high,91,moderate,46,low,0,high,89,moderate,40,upper secondary,master's degree,with good mental health,Islam,heterosexual,You have no social media
20260414_191316_73f75d6a_result.json,yes,286,yes,83,yes,con thinking,29,0,Naples,married,upper secondary,employed part-time,man,knitting;classical music;cycling;yoga;cinema,native-born Italian,carpenter,low,3,high,88,low,25,high,95,moderate,50,no formal education,vocational diploma,with good mental health,Agnostic,asexual,You have no social media
20260414_191316_e4cc5fa9_result.json,yes,309,yes,77,yes,con thinking,84,3,Naples,in a relationship,bachelor's degree,retired,non-binary,baking;painting;running;football (calcio);rock climbing,immigrant,not applicable,moderate,53,moderate,45,high,97,low,12,low,29,vocational diploma,no formal education,curious,Judaism,heterosexual,You spend a few times monthly on social media
20260414_191318_6b8ebce2_result.json,yes,304,yes,70,yes,con thinking,64,2,New York,married,upper secondary,self-employed,man,knitting;travel;volunteering,immigrant,mechanic,low,23,moderate,33,low,32,moderate,50,low,29,bachelor's degree,PhD,depressed,Christianity,heterosexual,You spend roughly one hour daily on social media
20260414_191331_2ea9970c_result.json,yes,294,yes,103,yes,con thinking,32,1,Chicago,single,lower secondary,employed full-time,woman,painting;cycling;reading novels;yoga,native-born American,retail worker,low,15,low,11,high,94,low,15,moderate,56,master's degree,bachelor's degree,with good mental health,Christianity,heterosexual,You have no social media
20260414_191334_e4768518_result.json,yes,290,yes,69,yes,con thinking,77,1,Kansas City,married,vocational diploma,retired,non-binary,painting;travel;yoga;gardening;cinema,native-born American,not applicable,high,100,low,14,high,81,high,70,moderate,58,PhD,upper secondary,with good mental health,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260414_191338_612247be_result.json,yes,314,yes,66,yes,con thinking,34,0,Kansas City,single,lower secondary,self-employed,man,gardening;football (calcio),native-born American,hairdresser,moderate,56,high,97,moderate,47,low,26,high,90,primary school,lower secondary,creative,Atheist,asexual,You have no social media
20260414_191338_71c90e07_result.json,yes,247,yes,65,yes,con thinking,57,2,Los Angeles,married,bachelor's degree,self-employed,man,cooking;photography;running;classical music;baking,native-born American,software developer,moderate,38,high,95,low,25,low,6,low,23,primary school,primary school,anxious,Islam,heterosexual,You spend several hours daily on social media
20260414_191338_d60bced3_result.json,yes,306,yes,69,yes,con thinking,87,1,Chicago,in a relationship,master's degree,employed part-time,woman,board games;painting;classical music;running,native-born American,civil servant,high,76,moderate,37,moderate,34,high,73,low,11,master's degree,no formal education,creative,Islam,heterosexual,You spend roughly one hour daily on social media
20260414_191342_d25ea6ad_result.json,yes,308,yes,53,yes,con thinking,73,0,Lecce,single,upper secondary,retired,woman,photography;gardening;baking;videogames;travel,native-born Italian,not applicable,high,68,moderate,49,high,79,high,77,high,100,primary school,upper secondary,creative,Islam,asexual,You spend roughly one hour daily on social media
20260414_191346_8b9a68ba_result.json,yes,333,yes,77,yes,con thinking,36,2,Milan,single,PhD,employed part-time,man,painting;knitting;gardening;photography,native-born Italian,waiter/waitress,moderate,54,high,69,high,86,low,14,low,21,no formal education,no formal education,depressed,Islam,homosexual,You have no social media
20260414_191350_4a2f37d0_result.json,yes,301,yes,65,yes,con thinking,41,3,Chicago,single,vocational diploma,employed full-time,woman,reading novels;rock climbing;hiking;cycling;travel,native-born American,carpenter,high,91,moderate,48,high,78,low,2,moderate,37,primary school,PhD,with good mental health,Christianity,heterosexual,You spend roughly one hour daily on social media
20260414_191355_8532416e_result.json,yes,283,yes,67,yes,con thinking,21,0,New York,single,upper secondary,full-time student,man,volunteering;knitting,native-born American,not applicable,low,9,low,6,low,26,low,2,low,30,vocational diploma,PhD,depressed,Atheist,heterosexual,You spend several hours daily on social media
20260414_191359_25d3de24_result.json,yes,286,yes,98,yes,con thinking,47,1,Bologna,divorced,upper secondary,unemployed,man,hiking;yoga;gardening,native-born Italian,not applicable,moderate,38,high,84,moderate,64,high,70,moderate,35,master's degree,primary school,normal,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260414_191403_9ef51aaf_result.json,yes,278,yes,57,yes,con thinking,70,2,Washington DC,married,primary school,retired,woman,cinema;birdwatching;board games,native-born American,not applicable,low,9,moderate,54,low,31,low,23,low,27,bachelor's degree,PhD,anxious,Hinduism,heterosexual,You have no social media
20260414_191404_abbc49d5_result.json,yes,293,yes,75,yes,con thinking,63,2,Kansas City,single,lower secondary,employed full-time,man,rock climbing;photography;hiking,native-born American,fitness trainer,low,25,high,98,moderate,51,high,74,moderate,43,primary school,bachelor's degree,curious,Islam,heterosexual,You have no social media
20260414_191405_96ca7494_result.json,yes,309,yes,81,yes,con thinking,32,0,Naples,single,lower secondary,employed part-time,man,volunteering;travel;cooking;football (calcio),native-born Italian,hairdresser,moderate,66,high,85,moderate,34,high,71,low,31,primary school,upper secondary,anxious,Buddhism,homosexual,You spend roughly a few times weekly on social media
20260414_191409_f10d91fd_result.json,yes,347,yes,89,yes,con thinking,48,3,New York,in a relationship,master's degree,employed full-time,man,cooking;rock climbing;running;volunteering,native-born American,school teacher,low,30,low,4,high,81,moderate,57,high,79,vocational diploma,no formal education,with good mental health,Christianity,heterosexual,You spend roughly one hour daily on social media
20260414_191410_895466d5_result.json,yes,293,yes,51,yes,con thinking,62,1,Bari,widowed,master's degree,self-employed,woman,running;photography;travel;cycling;videogames,immigrant,school teacher,low,15,moderate,44,moderate,58,moderate,58,low,23,bachelor's degree,upper secondary,anxious,Christianity,bisexual,You spend several hours daily on social media
20260414_191414_c4d6c259_result.json,yes,304,yes,70,yes,con thinking,77,2,Bari,married,vocational diploma,retired,man,birdwatching;travel;knitting,native-born Italian,not applicable,moderate,50,high,85,moderate,58,low,13,high,93,bachelor's degree,master's degree,creative,Christianity,heterosexual,You have no social media
20260414_191421_337e7a20_result.json,yes,309,yes,73,yes,con thinking,55,1,Philadelphia,married,upper secondary,unemployed,transgender,rock climbing;volunteering;knitting;birdwatching;cycling,immigrant,not applicable,high,91,moderate,62,high,73,moderate,34,high,73,no formal education,master's degree,creative,Islam,heterosexual,You spend roughly one hour daily on social media
20260414_191425_72b15857_result.json,yes,307,yes,90,yes,con thinking,29,0,Kansas City,in a relationship,lower secondary,employed part-time,woman,videogames;photography;cycling;yoga,native-born American,plumber,moderate,56,moderate,52,low,31,moderate,65,high,72,vocational diploma,primary school,curious,Hinduism,bisexual,You spend roughly one hour daily on social media
20260414_191428_3abaab14_result.json,yes,310,yes,58,yes,con thinking,56,3,Washington DC,divorced,vocational diploma,employed full-time,man,photography;cinema,native-born American,delivery driver,low,27,moderate,58,high,91,low,19,moderate,61,no formal education,PhD,curious,Islam,heterosexual,You spend several hours daily on social media
20260414_191428_ce3f66ac_result.json,yes,288,yes,65,yes,con thinking,55,3,Milan,in a relationship,primary school,employed full-time,woman,football (calcio);cooking,native-born Italian,mechanic,high,95,high,74,low,21,high,97,moderate,46,lower secondary,bachelor's degree,anxious,Christianity,homosexual,You spend roughly a few times weekly on social media
20260414_191431_18346fa8_result.json,yes,332,yes,91,yes,con thinking,81,3,Los Angeles,married,master's degree,retired,man,hiking;gardening;videogames;reading novels;baking,native-born American,not applicable,moderate,64,low,17,moderate,48,moderate,58,high,92,lower secondary,upper secondary,anxious,Islam,heterosexual,You have no social media
20260414_191435_080cf0b0_result.json,yes,285,yes,74,yes,con thinking,38,3,Kansas City,divorced,upper secondary,self-employed,man,running;volunteering;cinema,native-born American,fitness trainer,moderate,60,high,96,high,100,moderate,58,moderate,48,primary school,PhD,depressed,Christianity,heterosexual,You spend a few times monthly on social media
20260414_191436_06d9b4c3_result.json,yes,309,yes,61,yes,con thinking,41,2,Rome,married,vocational diploma,self-employed,woman,videogames;football (calcio),immigrant,carpenter,high,91,low,16,moderate,37,low,31,moderate,66,no formal education,bachelor's degree,anxious,Islam,homosexual,You spend roughly one hour daily on social media
20260414_191438_36d7184c_result.json,yes,295,yes,65,yes,con thinking,86,1,Chicago,married,lower secondary,unemployed,non-binary,hiking;knitting;gardening;running,native-born American,not applicable,moderate,55,moderate,48,moderate,53,moderate,65,moderate,39,lower secondary,bachelor's degree,depressed,Islam,heterosexual,You have no social media
20260414_191450_79398505_result.json,yes,315,yes,93,yes,con thinking,35,4,Philadelphia,divorced,vocational diploma,employed part-time,man,reading novels;knitting;board games;volunteering,immigrant,barista,low,0,low,20,low,25,low,8,high,69,bachelor's degree,PhD,normal,Hinduism,heterosexual,You have no social media
20260414_191452_92d07e6b_result.json,yes,296,yes,90,yes,con thinking,72,2,Kansas City,widowed,bachelor's degree,retired,woman,cinema;knitting;running;volunteering,native-born American,not applicable,low,27,low,11,moderate,57,moderate,57,low,19,lower secondary,upper secondary,with good mental health,Judaism,homosexual,You spend roughly one hour daily on social media
20260414_191452_c07084e1_result.json,yes,306,yes,58,yes,con thinking,76,1,Rome,in a relationship,bachelor's degree,retired,man,knitting;yoga;hiking;photography,native-born Italian,not applicable,high,87,moderate,36,moderate,36,moderate,37,moderate,52,primary school,primary school,anxious,Christianity,heterosexual,You spend a few times monthly on social media
20260414_191454_8edf7d2f_result.json,yes,298,yes,70,yes,con thinking,25,1,Bologna,in a relationship,bachelor's degree,employed full-time,non-binary,hiking;board games,immigrant,accountant,low,31,low,22,moderate,49,high,87,high,98,lower secondary,master's degree,depressed,Islam,bisexual,You spend roughly a few times weekly on social media
20260414_191456_1a0091c4_result.json,yes,286,yes,65,yes,con thinking,58,1,New York,in a relationship,bachelor's degree,employed full-time,man,birdwatching;knitting;board games;yoga;cooking,native-born American,waiter/waitress,moderate,55,low,27,low,14,low,6,low,11,PhD,lower secondary,curious,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260414_191503_823604ed_result.json,yes,350,yes,72,yes,con thinking,84,2,Chicago,in a relationship,lower secondary,retired,woman,knitting;board games;travel;baking;yoga,native-born American,not applicable,low,11,moderate,58,low,25,low,30,low,26,no formal education,bachelor's degree,normal,Islam,heterosexual,You spend several hours daily on social media
20260414_191504_7a0de1f3_result.json,yes,347,yes,86,yes,con thinking,34,0,Milan,single,master's degree,self-employed,man,cinema;running;classical music;reading novels,native-born Italian,software developer,high,80,low,11,low,31,moderate,55,high,72,lower secondary,master's degree,depressed,Christianity,homosexual,You have no social media
